ecosystem,packageName,requestedVersion,version,name,displayName,description,recipeCount,category1,category2,category3,category4,category5,category6,category1Description,category2Description,category3Description,category4Description,category5Description,category6Description,options,dataTables
go,github.com/moderneinc/recipes-go,,v0.6.0,org.openrewrite.golang.codequality.AvoidNestedGoroutine,Avoid nested goroutine,Find goroutines launched inside other goroutines. Nested goroutines create hard-to-track concurrency.,1,,,,Style,Code quality,Go,,,,Code style and conventions,Recipes for improving Go code quality,Recipes to search and transform Go.,,
go,github.com/moderneinc/recipes-go,,v0.6.0,org.openrewrite.golang.codequality.AvoidOsExit,Avoid os.Exit,Remove `os.Exit(0)` calls and flag non-zero `os.Exit(n)` which bypass deferred functions and cleanup.,1,,,,Error handling,Code quality,Go,,,,Error handling best practices,Recipes for improving Go code quality,Recipes to search and transform Go.,,
go,github.com/moderneinc/recipes-go,,v0.6.0,org.openrewrite.golang.codequality.AvoidPanic,Avoid panic,"Find calls to the built-in `panic()` function, which crashes the program.",1,,,,Error handling,Code quality,Go,,,,Error handling best practices,Recipes for improving Go code quality,Recipes to search and transform Go.,,
go,github.com/moderneinc/recipes-go,,v0.6.0,org.openrewrite.golang.codequality.AvoidReflection,Avoid reflection,Find `reflect.TypeOf()` and `reflect.ValueOf()` calls. Reflection is slow and should be avoided in performance-sensitive code.,1,,,,Performance,Code quality,Go,,,,Performance optimizations,Recipes for improving Go code quality,Recipes to search and transform Go.,,
go,github.com/moderneinc/recipes-go,,v0.6.0,org.openrewrite.golang.codequality.AvoidSqlStringConcat,Avoid SQL string concatenation,Find string concatenation where the left operand contains SQL keywords. Use parameterized queries to avoid SQL injection.,1,,,,Style,Code quality,Go,,,,Code style and conventions,Recipes for improving Go code quality,Recipes to search and transform Go.,,
go,github.com/moderneinc/recipes-go,,v0.6.0,org.openrewrite.golang.codequality.AvoidTimeSleep,Avoid time.Sleep,"Find calls to `time.Sleep()`. In production code, sleeping is often a code smell — consider using tickers, timers, or context-based synchronization.",1,,,,Style,Code quality,Go,,,,Code style and conventions,Recipes for improving Go code quality,Recipes to search and transform Go.,,
go,github.com/moderneinc/recipes-go,,v0.6.0,org.openrewrite.golang.codequality.AvoidUnsafePackage,Avoid unsafe package,Find any usage of the `unsafe` package. The unsafe package bypasses Go's type safety guarantees and should be avoided unless absolutely necessary.,1,,,,Style,Code quality,Go,,,,Code style and conventions,Recipes for improving Go code quality,Recipes to search and transform Go.,,
go,github.com/moderneinc/recipes-go,,v0.6.0,org.openrewrite.golang.codequality.CheckCloseError,Check Close() error,Replace bare `f.Close()` with `_ = f.Close()` to explicitly mark the discarded error.,1,,,,Error handling,Code quality,Go,,,,Error handling best practices,Recipes for improving Go code quality,Recipes to search and transform Go.,,
go,github.com/moderneinc/recipes-go,,v0.6.0,org.openrewrite.golang.codequality.CheckContextError,Check context error,Find `ctx.Err()` calls. The context error should be inspected to distinguish between cancellation and deadline exceeded.,1,,,,Error handling,Code quality,Go,,,,Error handling best practices,Recipes for improving Go code quality,Recipes to search and transform Go.,,
go,github.com/moderneinc/recipes-go,,v0.6.0,org.openrewrite.golang.codequality.CheckTemplateExecuteError,Check template execute error,Wrap bare calls to `Execute` and `ExecuteTemplate` on templates in an if-init error check so the returned error is not silently ignored.,1,,,,Style,Code quality,Go,,,,Code style and conventions,Recipes for improving Go code quality,Recipes to search and transform Go.,,
go,github.com/moderneinc/recipes-go,,v0.6.0,org.openrewrite.golang.codequality.CompileRegexOutsideLoop,Compile regex outside loop,Find `regexp.Compile()` or `regexp.MustCompile()` calls inside for/range loops. Compile the regex once outside the loop for better performance.,1,,,,Performance,Code quality,Go,,,,Performance optimizations,Recipes for improving Go code quality,Recipes to search and transform Go.,,
go,github.com/moderneinc/recipes-go,,v0.6.0,org.openrewrite.golang.codequality.CreateChannelOutsideLoop,Create channel outside loop,Find `make(chan ...)` calls inside for/range loops. Channel creation in loops suggests the channel should be created once before the loop.,1,,,,Performance,Code quality,Go,,,,Performance optimizations,Recipes for improving Go code quality,Recipes to search and transform Go.,,
go,github.com/moderneinc/recipes-go,,v0.6.0,org.openrewrite.golang.codequality.EnsureFileClosed,Ensure file closed,"Find calls to `os.Open`, `os.Create`, and `os.OpenFile`. Ensure the returned file is closed to avoid resource leaks.",1,,,,Style,Code quality,Go,,,,Code style and conventions,Recipes for improving Go code quality,Recipes to search and transform Go.,,
go,github.com/moderneinc/recipes-go,,v0.6.0,org.openrewrite.golang.codequality.EnsureSqlConnectionClosed,Ensure SQL connection closed,Find calls to `sql.Open`. Database connections should be managed carefully and closed when no longer needed.,1,,,,Style,Code quality,Go,,,,Code style and conventions,Recipes for improving Go code quality,Recipes to search and transform Go.,,
go,github.com/moderneinc/recipes-go,,v0.6.0,org.openrewrite.golang.codequality.FindDeprecatedAtomicFunctions,Find deprecated `sync/atomic` functions,Find deprecated `sync/atomic` free-function calls (e.g. `atomic.AddInt32`) that should be migrated to the type-safe atomic types introduced in Go 1.19 (e.g. `atomic.Int32`).,1,,,,Style,Code quality,Go,,,,Code style and conventions,Recipes for improving Go code quality,Recipes to search and transform Go.,,
go,github.com/moderneinc/recipes-go,,v0.6.0,org.openrewrite.golang.codequality.FindEmptyFmtSprintf,Remove empty fmt.Sprintf,Replace `fmt.Sprintf("")` calls with an empty format string and no args with `""`.,1,,,,Redundancy,Code quality,Go,,,,Remove redundant code,Recipes for improving Go code quality,Recipes to search and transform Go.,,
go,github.com/moderneinc/recipes-go,,v0.6.0,org.openrewrite.golang.codequality.FindMapRangeClear,Replace map range-delete with clear(),"Replace `for k := range m { delete(m, k) }` with `clear(m)` (Go 1.21+).",1,,,,Style,Code quality,Go,,,,Code style and conventions,Recipes for improving Go code quality,Recipes to search and transform Go.,,
go,github.com/moderneinc/recipes-go,,v0.6.0,org.openrewrite.golang.codequality.HandleCheckedError,Handle checked error,Replace `if err != nil { }` with `if err != nil { return err }` so the error is propagated.,1,,,,Error handling,Code quality,Go,,,,Error handling best practices,Recipes for improving Go code quality,Recipes to search and transform Go.,,
go,github.com/moderneinc/recipes-go,,v0.6.0,org.openrewrite.golang.codequality.HandleDeferredCloseError,Handle deferred Close() error,Wrap `defer x.Close()` in a closure to explicitly handle the error: `defer func() { _ = x.Close() }()`.,1,,,,Error handling,Code quality,Go,,,,Error handling best practices,Recipes for improving Go code quality,Recipes to search and transform Go.,,
go,github.com/moderneinc/recipes-go,,v0.6.0,org.openrewrite.golang.codequality.HandleErrorReturn,Handle error return value,Replace discarded `_` error return values with `err` to capture the error.,1,,,,Error handling,Code quality,Go,,,,Error handling best practices,Recipes for improving Go code quality,Recipes to search and transform Go.,,
go,github.com/moderneinc/recipes-go,,v0.6.0,org.openrewrite.golang.codequality.HandleSwallowedError,Handle swallowed error,Replace `if err != nil { return }` with `if err != nil { return err }` so the error is propagated.,1,,,,Error handling,Code quality,Go,,,,Error handling best practices,Recipes for improving Go code quality,Recipes to search and transform Go.,,
go,github.com/moderneinc/recipes-go,,v0.6.0,org.openrewrite.golang.codequality.KeepFunctionsShort,Keep functions short,Find functions with more than 20 statements. Long functions are harder to understand and maintain.,1,,,,Style,Code quality,Go,,,,Code style and conventions,Recipes for improving Go code quality,Recipes to search and transform Go.,,
go,github.com/moderneinc/recipes-go,,v0.6.0,org.openrewrite.golang.codequality.KeepInterfacesSmall,Keep interfaces small,Find interfaces with more than 5 methods. Large interfaces violate the Interface Segregation Principle.,1,,,,Style,Code quality,Go,,,,Code style and conventions,Recipes for improving Go code quality,Recipes to search and transform Go.,,
go,github.com/moderneinc/recipes-go,,v0.6.0,org.openrewrite.golang.codequality.LimitFunctionParameters,Limit function parameters,Find functions with more than 5 parameters. Consider grouping parameters into a struct.,1,,,,Style,Code quality,Go,,,,Code style and conventions,Recipes for improving Go code quality,Recipes to search and transform Go.,,
go,github.com/moderneinc/recipes-go,,v0.6.0,org.openrewrite.golang.codequality.LimitGoroutinesInLoop,Limit goroutines in loop,Find `go` statements inside for/range loops. Unbounded goroutine creation can cause resource exhaustion; consider using a worker pool.,1,,,,Performance,Code quality,Go,,,,Performance optimizations,Recipes for improving Go code quality,Recipes to search and transform Go.,,
go,github.com/moderneinc/recipes-go,,v0.6.0,org.openrewrite.golang.codequality.LimitReturnValues,Limit return values,Find functions with more than 3 return values. Consider returning a struct instead.,1,,,,Style,Code quality,Go,,,,Code style and conventions,Recipes for improving Go code quality,Recipes to search and transform Go.,,
go,github.com/moderneinc/recipes-go,,v0.6.0,org.openrewrite.golang.codequality.MergeCollapsibleIf,Merge collapsible if statements,Merge nested `if` statements into a single `if` with `&&` when neither has an else clause and the outer body contains only the inner `if`.,1,,,,Simplification,Code quality,Go,,,,Simplify expressions and patterns,Recipes for improving Go code quality,Recipes to search and transform Go.,,
go,github.com/moderneinc/recipes-go,,v0.6.0,org.openrewrite.golang.codequality.MergeIdenticalBranches,Merge identical branches,Merge consecutive if/else-if branches that have identical bodies by combining their conditions with `||`.,1,,,,Simplification,Code quality,Go,,,,Simplify expressions and patterns,Recipes for improving Go code quality,Recipes to search and transform Go.,,
go,github.com/moderneinc/recipes-go,,v0.6.0,org.openrewrite.golang.codequality.PreallocateSlice,Preallocate slice,Find `append()` calls inside for/range loops where the slice could be preallocated.,1,,,,Performance,Code quality,Go,,,,Performance optimizations,Recipes for improving Go code quality,Recipes to search and transform Go.,,
go,github.com/moderneinc/recipes-go,,v0.6.0,org.openrewrite.golang.codequality.PreferBytesBufferString,Prefer buf.String() over string(buf.Bytes()),Replace `string(buf.Bytes())` with `buf.String()` for better performance and readability.,1,,,,Performance,Code quality,Go,,,,Performance optimizations,Recipes for improving Go code quality,Recipes to search and transform Go.,,
go,github.com/moderneinc/recipes-go,,v0.6.0,org.openrewrite.golang.codequality.PreferBytesContains,Prefer bytes.Contains over bytes.Index comparison,"Replace `bytes.Index(b, sub) != -1` and similar patterns with `bytes.Contains(b, sub)`.",1,,,,Style,Code quality,Go,,,,Code style and conventions,Recipes for improving Go code quality,Recipes to search and transform Go.,,
go,github.com/moderneinc/recipes-go,,v0.6.0,org.openrewrite.golang.codequality.PreferBytesContainsAny,Prefer bytes.ContainsAny,"Replace `bytes.IndexAny(b, chars) != -1` with `bytes.ContainsAny(b, chars)` and `bytes.IndexAny(b, chars) == -1` with `!bytes.ContainsAny(b, chars)`.",1,,,,Simplification,Code quality,Go,,,,Simplify expressions and patterns,Recipes for improving Go code quality,Recipes to search and transform Go.,,
go,github.com/moderneinc/recipes-go,,v0.6.0,org.openrewrite.golang.codequality.PreferBytesContainsRune,Prefer bytes.ContainsRune,"Replace `bytes.IndexRune(b, r) != -1` with `bytes.ContainsRune(b, r)` and `bytes.IndexRune(b, r) == -1` with `!bytes.ContainsRune(b, r)`.",1,,,,Simplification,Code quality,Go,,,,Simplify expressions and patterns,Recipes for improving Go code quality,Recipes to search and transform Go.,,
go,github.com/moderneinc/recipes-go,,v0.6.0,org.openrewrite.golang.codequality.PreferBytesEqual,Prefer bytes.Equal,"Replace `bytes.Compare(a, b) == 0` with `bytes.Equal(a, b)` and `bytes.Compare(a, b) != 0` with `!bytes.Equal(a, b)`.",1,,,,Simplification,Code quality,Go,,,,Simplify expressions and patterns,Recipes for improving Go code quality,Recipes to search and transform Go.,,
go,github.com/moderneinc/recipes-go,,v0.6.0,org.openrewrite.golang.codequality.PreferBytesHasPrefix,Prefer bytes.HasPrefix,"Replace `bytes.Index(b, prefix) == 0` with `bytes.HasPrefix(b, prefix)` and `bytes.Index(b, prefix) != 0` with `!bytes.HasPrefix(b, prefix)`.",1,,,,Simplification,Code quality,Go,,,,Simplify expressions and patterns,Recipes for improving Go code quality,Recipes to search and transform Go.,,
go,github.com/moderneinc/recipes-go,,v0.6.0,org.openrewrite.golang.codequality.PreferCopyString,Prefer copy from string,"Replace `copy(dst, []byte(src))` with `copy(dst, src)` since copy accepts a string source.",1,,,,Simplification,Code quality,Go,,,,Simplify expressions and patterns,Recipes for improving Go code quality,Recipes to search and transform Go.,,
go,github.com/moderneinc/recipes-go,,v0.6.0,org.openrewrite.golang.codequality.PreferEmptyStringCheck,Prefer empty string check,Replace `len(s) == 0` with `s == ""` and `len(s) != 0` with `s != ""`.,1,,,,Simplification,Code quality,Go,,,,Simplify expressions and patterns,Recipes for improving Go code quality,Recipes to search and transform Go.,,
go,github.com/moderneinc/recipes-go,,v0.6.0,org.openrewrite.golang.codequality.PreferErrorfWrapVerb,Prefer %w over %s in fmt.Errorf for error wrapping,"Replace `%s` with `%w` in `fmt.Errorf` format strings when the corresponding argument is an error, to preserve the error chain.",1,,,,Error handling,Code quality,Go,,,,Error handling best practices,Recipes for improving Go code quality,Recipes to search and transform Go.,,
go,github.com/moderneinc/recipes-go,,v0.6.0,org.openrewrite.golang.codequality.PreferErrorsIsContext,Prefer errors.Is for context error comparison,Replace `err == context.Canceled` and `err == context.DeadlineExceeded` with `errors.Is` for correct wrapped error handling.,1,,,,Error handling,Code quality,Go,,,,Error handling best practices,Recipes for improving Go code quality,Recipes to search and transform Go.,,
go,github.com/moderneinc/recipes-go,,v0.6.0,org.openrewrite.golang.codequality.PreferErrorsIsEOF,Prefer errors.Is for io.EOF comparison,"Replace `err == io.EOF` with `errors.Is(err, io.EOF)` and `err != io.EOF` with `!errors.Is(err, io.EOF)` for correct wrapped error handling.",1,,,,Error handling,Code quality,Go,,,,Error handling best practices,Recipes for improving Go code quality,Recipes to search and transform Go.,,
go,github.com/moderneinc/recipes-go,,v0.6.0,org.openrewrite.golang.codequality.PreferErrorsIsForFieldAccess,Prefer errors.Is for package-qualified sentinel comparison,"Replace `err == sentinel` with `errors.Is(err, sentinel)` where the sentinel is a package-qualified value (e.g., `sql.ErrNoRows`). Use `errors.Is` for correct wrapped error handling.",1,,,,Error handling,Code quality,Go,,,,Error handling best practices,Recipes for improving Go code quality,Recipes to search and transform Go.,,
go,github.com/moderneinc/recipes-go,,v0.6.0,org.openrewrite.golang.codequality.PreferErrorsIsForOsCheck,Prefer errors.Is for os existence checks,"Replace deprecated `os.IsNotExist(err)` with `errors.Is(err, fs.ErrNotExist)` and `os.IsExist(err)` with `errors.Is(err, fs.ErrExist)` (Go 1.16+).",1,,,,Simplification,Code quality,Go,,,,Simplify expressions and patterns,Recipes for improving Go code quality,Recipes to search and transform Go.,,
